id,title,averageRating,author,language
4379,Black Order,4.14,James Rollins,eng
4380,Fractured,4.18,Karin Slaughter,en-US
4381,The Sun Is Also a Star,4.14,Nicola Yoon,eng
4382,The Murder House,4.05,"James Patterson, David Ellis",eng
4383,On the Beach,3.92,Nevil Shute,eng
4384,Funny Girl,3.37,Nick Hornby,eng
4385,New York,4.1,Edward Rutherfurd,eng
4386,A Gathering of Shadows,4.33,"V.E. Schwab, Victoria Schwab",eng
4387,From the Corner of His Eye,4,Dean Koontz,en-US
4388," めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]",3.83,"Haruki Murakami, Philip Gabriel, Jay Rubin",eng
4389,Barefoot Contessa Back to Basics,4.23,"Ina Garten, Quentin Bacon",eng
4390,To Have and to Hold ,3.61,Jane Green,eng
4391,Smashed: Story of a Drunken Girlhood,3.5,Koren Zailckas,en-US
4392,Until I Find You,3.61,John Irving,eng
4393,The Dark Divine,3.81,Bree Despain,eng
4394,Heat,3.89,Bill Buford,
4395,Women Who Run With the Wolves,4.15,Clarissa Pinkola Estés,eng
4396,,4.2,"Patricia C. Wrede, Peter de Sève",en-US
4397,"Now, Discover Your Strengths",3.95,"Marcus Buckingham, Donald O. Clifton",
4398,The Long Tail: Why the Future of Business Is Selling Less of More,3.83,Chris Anderson,en-US
4399,Mein Kampf,3.13,Adolf Hitler,en-US
4400,Swapping Lives,3.56,Jane Green,eng
4401,"A Rule Against Murder (Armand Gamache, #4)",4.21,Louise Penny,en-US
4402,The Perfect Hope,4.14,Nora Roberts,eng
4403,Consequences,3.97,Aleatha Romig,eng
4404,The 7 Habits Of Highly Effective Teens,4.01,Sean Covey,eng
4405,The Strange Case of Origami Yoda,3.9,Tom Angleberger,eng
4406,Welcome to Temptation,3.94,Jennifer Crusie,eng
4407,Inside Out & Back Again,4.09,Thanhha Lai,eng
4408,Dreamless,4.2,Josephine Angelini,eng
4409,Predestined,4.09,Abbi Glines,en-GB
4410,,4.59,Jude Fisher,eng
4411,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",3.82,Guy Kawasaki,en-US
4412,"The Other Wes Moore: One Name, Two Fates",3.77,"Wes  Moore, Tavis Smiley",en-GB
4413,Mistress of the Art of Death,3.95,Ariana Franklin,en-US
4414,Assholes Finish First,3.64,Tucker Max,en-US
4415,美少女戦士セーラームーン,4.28,"Naoko Takeuchi, 武内 直子",jpn
4416,Kiss an Angel ,4.21,Susan Elizabeth Phillips,eng
4417,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,4,Dan Ariely,en-US
4418,The Partly Cloudy Patriot,3.9,"Sarah Vowell, Katherine Streeter",eng
4419,My Father's Dragon (My Father's Dragon Trilogy),4.09,Ruth Stiles Gannett,eng
4420,Natchez Burning,4.12,Greg Iles,eng
4421,Pulp,3.68,Charles Bukowski,
4422,Hannibal Rising,3.44,Thomas Harris,en-US
4423,Immortal in Death ,4.26,J.D. Robb,eng
4424,inf,4.04,Sherrilyn Kenyon,en-US
4425,"Blood Noir (Anita Blake, Vampire Hunter, #16)",3.85,Laurell K. Hamilton,en-US
4426,Inherent Vice,3.71,Thomas Pynchon,eng
4427,Songs of the Humpback Whale: A Novel in Five Voices,3.19,Jodi Picoult,en-US
4428,The Night Eternal,3.67,"Guillermo del Toro, Chuck Hogan",en-US
4429,"Bright Lights, Big City",3.74,Jay McInerney,eng
4430,Whiskey Beach,3.96,Nora Roberts,eng
4431,The Guy Not Taken: Stories,3.46,Jennifer Weiner,en-US
4432,"The Walking Dead, Vol. 8: Made To Suffer",4.47,Robert Kirkman,eng
4433,Pleasure of a Dark Prince ,4.41,Kresley Cole,eng
4434,Danny and the Dinosaur,4,Syd Hoff,en-US
4435,Il decamerone,3.86,"Giovanni Boccaccio, G.H. McWilliam",eng
4436,Twisted,4.05,Sara Shepard,en-US
4437,The Crossing,4.21,Michael Connelly,eng
4438,Dear Life,3.75,Alice Munro,
4439,Five Little Monkeys Jumping on the Bed (The Five Little Monkeys),4.09,Eileen Christelow,
4440,Kushiel's Avatar,4.37,Jacqueline Carey,eng
4441,El Aleph,4.39,"Jorge Luis Borges, Andrew Hurley",eng
4442,Ruin,4.19,Rachel Van Dyken,eng
4443,The Long Goodbye,4.23,Raymond Chandler,eng
4444,"Farewell, My Lovely",4.17,Raymond Chandler,eng
4445,The Castle of Llyr,4.07,Lloyd Alexander,eng
4446,Fade Out,4.2,Rachel Caine,en-US
4447,The Cat Who Could Read Backwards,3.84,Lilian Jackson Braun,eng
4448,Charade,3.98,Nyrae Dawn,eng
4449,The Demigod Diaries,4.19,"Rick Riordan, Haley Riordan",eng
4450,If You Stay,3.94,Courtney Cole,eng
4451,Neil Patrick Harris: Choose Your Own Autobiography,3.86,"Neil Patrick Harris, David Javerbaum, Antony Hare",eng
4452,Death du Jour,3.96,Kathy Reichs,en-US
4453,More Than a Carpenter,4.19,Josh McDowell,eng
4454,Boneshaker ,3.5,Cherie Priest,eng
4455,Rubyfruit Jungle,3.88,Rita Mae Brown,eng
4456,Fallen in Love,3.77,Lauren Kate,eng
4457,Sisters,4.29,Raina Telgemeier,eng
4458,The Never War,4.12,D.J. MacHale,eng
4459,The Elf Queen of Shannara ,4.02,Terry Brooks,eng
4460,Mattimeo,4.02,Brian Jacques,eng
4461,Nemesis Games,4.37,James S.A. Corey,eng
4462,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",4.29,Marianne Williamson,
4463,First Family,3.98,David Baldacci,en-US
4464,True Grit,4.12,Charles Portis,en-US
4465,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,4.01,Susan  Jeffers,en-US
4466,Mine,4.29,Katy Evans,eng
4467,Memoirs of an Imaginary Friend,4.1,Matthew Dicks,eng
4468,Haroun and the Sea of Stories,4.01,"Salman Rushdie, Paul Birkbeck",eng
4469,,4.04,Susan Crandall,eng
4470,Poison Princess,4.14,Kresley Cole,en-US
4471,"Tatiana and Alexander (The Bronze Horseman, #2)",4.3,Paullina Simons,en-GB
4472,The Emperor's Blades,4.15,Brian Staveley,eng
4473,Brick Lane,3.38,Monica Ali,eng
4474,Half Bad,3.8,Sally Green,eng
4475,Βίος και πολιτεία του Αλέξη Ζορμπά,4.1,"Nikos Kazantzakis, Νίκος Καζαντζάκης",eng
4476,Sounder,3.96,"William H. Armstrong, James Barkley",en-US
4477,A Universe from Nothing: Why There Is Something Rather Than Nothing,3.92,"Lawrence M. Krauss, Richard Dawkins",eng
4478,Slash,3.96,"Slash, Anthony Bozza",en-US
4479,,4.24,Nalini Singh,eng
4480,Rebel Belle,3.88,Rachel Hawkins,eng
4481,The Mephisto Club,4.01,Tess Gerritsen,eng
4482,The Scarlet Thread ,4.14,Francine Rivers,eng
4483,It's a Magical World: A Calvin and Hobbes Collection,4.75,Bill Watterson,eng
4484,,4.24,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru",
4485,L'être et le néant,3.94,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",en-GB
4486,Miecz przeznaczenia,4.4,Andrzej Sapkowski,pol
4487,Silent Spring,3.94,"Rachel Carson, Linda Lear, Edward O. Wilson",en-US
4488,Legion,4.13,Brandon Sanderson,eng
4489,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,3.4,Holly Madison,eng
4490,Kill Alex Cross,4,James Patterson,eng
4491,The Pearl that Broke Its Shell,4.12,Nadia Hashimi,eng
4492,Behemoth,4.18,"Scott Westerfeld, Keith Thompson",en-US
4493,The Sociopath Next Door,3.75,Martha Stout,eng
4494,"Y: The Last Man, Vol. 8: Kimono Dragons",4.22,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",eng
4495,,4.17,Jeff Kinney,eng
4496,,4.19,Dan Brown,
4497,The Tea Rose,4.18,Jennifer Donnelly,eng
4498,Moon Over Soho,4.1,Ben Aaronovitch,eng
4499,The Paris Architect,3.98,Charles Belfoure,eng
4500,Falling Kingdoms,3.83,"Morgan Rhodes, Michelle Rowen",eng
4501,Ask and It Is Given: Learning to Manifest Your Desires,4.18,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",en-GB
4502,La isla bajo el mar,4.01,"Isabel Allende, Margaret Sayers Peden",eng
4503,"The History of Tom Jones, a Foundling",3.73,"Henry Fielding, Thomas Keymer, Alice Wakely",eng
4504,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life",3.84,Sherwood Anderson,eng
4505,Beautiful Redemption,4.15,Jamie McGuire,eng
4506,C is for Corpse,3.87,Sue Grafton,en-US
4507,Y: The Last Man Vol. 5: Ring of Truth,4.27,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",eng
4508,Five Quarters of the Orange,3.83,Joanne Harris,eng
4509,2666,4.2,Roberto Bolaño,spa
4510,Microserfs,3.88,Douglas Coupland,en-US
4511,How to Tell If Your Cat Is Plotting to Kill You,3.95,"Matthew Inman, The Oatmeal",eng
4512,Simple Genius,3.89,David Baldacci,eng
4513,Light on Snow,3.56,Anita Shreve,
4514,"Vampire Mountain (Cirque du Freak, #4) ",4.16,Darren Shan,eng
4515,The Three Stigmata of Palmer Eldritch,4.01,Philip K. Dick,eng
4516,ふしぎな図書館  Fushigi na toshokan,3.55,"Haruki Murakami, Ted Goossen",en-GB
4517,Deadeye Dick,3.8,Kurt Vonnegut Jr.,eng
4518,"The Power (The Secret, #2)",4.09,Rhonda Byrne,eng
4519,Ancestors of Avalon ,3.89,"Diana L. Paxson, Marion Zimmer Bradley",eng
4520,Ut og stjæle hester,3.79,"Per Petterson, Anne Born",eng
4521,"Batman: Knightfall, Part One: Broken Bat",4.08,"Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",eng
4522,"Saga, Volume Five",4.44,"Brian K. Vaughan, Fiona Staples",eng
4523,The Lions of Lucerne,4.04,Brad Thor,eng
4524,Four Past Midnight,3.82,"Stephen King, Willem Dafoe",eng
4525,The Sign of the Beaver,3.77,Elizabeth George Speare,eng
4526,Ask the dust ,4.14,"John Fante, Charles Bukowski",eng
4527,All Over But the Shoutin',4.09,Rick Bragg,eng
4528,The Key to Midnight,3.93,"Leigh Nichols, Dean Koontz",en-US
4529,Grimm Tales for Young and Old,4.11,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",eng
4530,"Debt of Bones (The Sword of Truth, #0.5)",3.85,Terry Goodkind,eng
4531,Žert,3.99,Milan Kundera,eng
4532,The White Princess,3.85,Philippa Gregory,eng
4533,Flight of the Intruder,4.04,Stephen Coonts,eng
4534,Silver on the Tree,4.16,Susan Cooper,eng
4535,National Velvet,4.09,Enid Bagnold,eng
4536,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",3.97,Richard Branson,eng
4537,Λυσιστράτη,3.84,"Aristophanes, Sarah Ruden",eng
4538,The Swan Thieves,3.53,Elizabeth Kostova,eng
4539,Iced,4.13,Karen Marie Moning,eng
4540,14,3.92,Peter Clines,eng
4541,Okay for Now,4.19,Gary D. Schmidt,en-US
4542,"Assassins : Assignment: Jerusalem, Target: Antichrist",3.98,"Tim LaHaye, Jerry B. Jenkins",eng
4543,Red Country,4.27,Joe Abercrombie,eng
4544,The Lords of Discipline,4.28,Pat Conroy,
4545,Eat And Run,3.95,"Scott Jurek, Steve Friedman",en-US
4546,Broken,4.2,Karin Slaughter,eng
4547,The Matchmaker,3.82,Elin Hilderbrand,eng
4548,The Mark: The Beast Rules the World,4.02,"Tim LaHaye, Jerry B. Jenkins",en-US
4549,Belong to Me,3.84,Marisa de los Santos,en-US
4550,,4.52,Erin Hunter,eng
4551,L.A. Confidential,4.2,James Ellroy,eng
4552,The Beautiful Mystery,4.18,Louise Penny,
4553,The Diamond Throne,3.93,David Eddings,
4554,"Those Left Behind (Serenity, #1)",4.04,"Joss Whedon, Brett Matthews, Will Conrad",eng
4555,Terms of Endearment,4.15,Larry McMurtry,eng
4556,Kiss of the Night,4.24,Sherrilyn Kenyon,eng
4557,The Wedding Girl,3.47,Madeleine Wickham,eng
4558,,4.37,Max Lucado,en-US
4559,Entice,4.03,Carrie Jones,en-GB
4560,"From Russia, with Love",3.88,Ian Fleming,eng
4561,The Tortilla Curtain,3.64,T.C. Boyle,eng
4562,Darkest Mercy,4.11,Melissa Marr,en-US
4563,Modern Lovers,3.45,Emma Straub,
4564,"Checkmate (A Neighbor from Hell, #3)",4.15,R.L. Mathewson,eng
4565,The Amazing Maurice and His Educated Rodents ,4.04,Terry Pratchett,eng
4566,With The Old Breed: At Peleliu And Okinawa,4.4,"Eugene B. Sledge, Paul Fussell",en-US
4567,The Hundred Dresses,4.07,"Eleanor Estes, Louis Slobodkin",eng
4568,Lost Lake,3.85,Sarah Addison Allen,eng
4569,Hardwired,4.07,Meredith Wild,eng
4570,The Last Runaway,3.78,Tracy Chevalier,en-US
4571,Midnight Tides,4.34,Steven Erikson,eng
4572,The 100,3.56,Kass Morgan,eng
4573,Hades,3.97,Alexandra Adornetto,eng
4574,Y: The Last Man Vol. 3: One Small Step,4.22,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",eng
4575,Bear Snores On,4.25,"Karma Wilson, Jane Chapman",en-US
4576,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",4.04,Lauren Graham,eng
4577,Memoirs of a Teenage Amnesiac,3.7,Gabrielle Zevin,en-US
4578,Salamandastron,4.05,"Brian Jacques, Gary Chalk",en-US
4579,Servant of the Bones,3.7,Anne Rice,
4580,Ironside: A Modern Faery's Tale,4.04,Holly Black,
4581,Finnikin of the Rock,3.93,Melina Marchetta,eng
4582,The Return of the Native,3.84,"Thomas Hardy, Alexander Theroux",eng
4583,Micro,3.38,"Michael Crichton, Richard   Preston",eng
4584,No Exit and Three Other Plays,4.09,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",eng
4585,"Foundation and Chaos (Second Foundation Trilogy, #2)",4.14,Greg Bear,eng
4586,Cover Her Face,3.94,P.D. James,eng
4587,Supernaturally,3.92,Kiersten White,en-US
4588,First King of Shannara,3.94,Terry Brooks,eng
4589,Bury Your Dead,4.33,Louise Penny,en-US
4590,The Overlook,3.91,Michael Connelly,eng
4591,أنت لي,4.03,منى المرشود,ara
4592,The House of the Seven Gables,3.45,"Nathaniel Hawthorne, Robert S. Levine",eng
4593,Rising storm,4.38,Erin Hunter,eng
4594,Love Warrior,4.1,Glennon Doyle Melton,en-US
4595,The Brutal Telling,4.23,Louise Penny,en-US
4596,The Prisoner of Cell 25,4.19,Richard Paul Evans,
4597,The Souls of Black Folk,4.24,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",
4598,I Never Promised You a Rose Garden,3.85,"Hannah  Green, Joanne Greenberg",eng
4599,The Crimson Crown,4.48,Cinda Williams Chima,eng
4600,The Castaways,3.69,Elin Hilderbrand,
4601,,4.05,Shonda Rhimes,eng
4602,L'Amant,3.76,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",eng
4603,"Eragon & Eldest (Inheritance, #1-2)",4.27,Christopher Paolini,
4604,Burn,4.01,Maya Banks,eng
4605,The Power and the Glory,3.99,"Graham Greene, John Updike",eng
4606,Paula,4.07,Isabel Allende,spa
4607,Lila,3.9,Marilynne Robinson,eng
4608,,3.97,Terry Brooks,en-GB
4609,Behind the Scenes at the Museum,3.94,Kate Atkinson,
4610,Sweetbitter,3.28,Stephanie Danler,eng
4611,"Romancing Mister Bridgerton (Bridgertons, #4)",4.2,Julia Quinn,eng
4612,Tangerine,3.61,"Edward Bloor, Danny De Vito",eng
4613,Hell House,3.81,Richard Matheson,eng
4614,The Emperor's Children,2.93,Claire Messud,
4615,The Liar,3.95,Nora Roberts,eng
4616,The Third Victim,4.16,Lisa Gardner,en-US
4617,The Wrong Side of Goodbye,4.36,Michael Connelly,eng
4618,Hell's Corner ,4.1,David Baldacci,eng
4619,"Key of Valor (Key Trilogy, #3)",4.1,Nora Roberts,en-US
4620,Barbarians at the Gate: The Fall of RJR Nabisco,4.22,"Bryan Burrough, John Helyar",en-US
4621,Ancillary Sword,4.03,Ann Leckie,eng
4622,Franz Kafka's The Castle,4.07,"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",eng
4623,Time's Twisted Arrow ,3.87,Rysa Walker,eng
4624,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,3.97,"Catherynne M. Valente, Ana Juan",eng
4625,,3.9,Denise Grover Swank,eng
4626,NYPD Red,3.9,"James Patterson, Marshall Karp",
4627,The Book of the Dead,4.13,"Douglas Preston, Lincoln Child",en-US
4628,Er ist wieder da,3.44,Timur Vermes,ger
4629,The Expats,3.42,Chris Pavone,eng
4630,Bare Bones,3.95,Kathy Reichs,en-US
4631,Beautiful Day,3.75,Elin Hilderbrand,en-US
4632,The Indwelling: The Beast Takes Possession,3.97,"Tim LaHaye, Jerry B. Jenkins",en-US
4633,Dexter in the Dark,3.49,Jeff Lindsay,en-US
4634,Das Glasperlenspiel,4.11,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",eng
4635,The Yellow Birds,3.74,Kevin Powers,eng
4636,Just One Look,4,Harlan Coben,eng
4637,The Proposal,4.04,Katie Ashley,eng
4638,My Family and Other Animals,4.27,"Gerald Durrell, Helma Lapiņa",en-US
4639,Back Roads,3.72,Tawni O'Dell,en-US
4640,Cathedral,4.3,Raymond Carver,eng
4641,Fantastic Beasts and Where to Find Them: The Original Screenplay,4.41,J.K. Rowling,eng
4642,Different Seasons,4.26,"Stephen King, Robin A.H. Waterfield",eng
4643,A Million Miles in a Thousand Years: What I Learned While Editing My Life,4.18,Donald Miller,en-US
4644,Eona: The Last Dragoneye,4.12,Alison Goodman,eng
4645,Eight Cousins,4.02,Louisa May Alcott,eng
4646,Chicken Soup with Rice: A Book of Months,4.25,Maurice Sendak,
4647,R is for Ricochet,3.96,Sue Grafton,eng
4648,Prince of Wolves ,4.06,Quinn Loftis,eng
4649,Diary of a Worm,4.19,"Doreen Cronin, Harry Bliss",eng
4650,The Grey King,4.18,Susan Cooper,eng
4651,Hunted,4.3,Kevin Hearne,eng
4652,Devoured,3.94,Emily Snow,eng
4653,,4.55,Jane Austen,eng
4654,The Book of Strange New Things,3.66,Michel Faber,eng
4655,Epic Fail,3.73,Claire LaZebnik,en-US
4656,"A Caress of Twilight (Merry Gentry, #2)",4.05,Laurell K. Hamilton,en-US
4657,The Manchurian Candidate,4.09,Richard Condon,en-US
4658,Fudge-a-Mania,3.99,Judy Blume,eng
4659,Nevermore,3.88,James Patterson,eng
4660,Operating Instructions: A Journal of My Son's First Year,4.18,Anne Lamott,eng
4661,Pale Blue Dot: A Vision of the Human Future in Space,4.32,"Carl Sagan, Ann Druyan",eng
4662,"Simple Perfection (Perfection, #2)",4.25,Abbi Glines,eng
4663,The Irresistible Revolution: Living as an Ordinary Radical,4.07,Shane Claiborne,
4664,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",4,John Medina,
4665,The Pilgrims of Rayne,4.14,D.J. MacHale,
4666,The Hundred-Foot Journey,3.54,Richard C. Morais,en-US
4667,Scorpia Rising,4.29,Anthony Horowitz,eng
4668,Big Nate: In a Class By Himself,4.16,Lincoln Peirce,en-US
4669,Forever Princess,4.08,Meg Cabot,
4670,The Melancholy Death of Oyster Boy and Other Stories,4.13,Tim Burton,en-US
4671,"Breath, Eyes, Memory ",3.86,Edwidge Danticat,eng
4672,Voyage au bout de la nuit,4.25,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",eng
4673,The Scarecrow ,4.03,Michael Connelly,eng
4674,The Humans,4.07,Matt Haig,eng
4675,Crocodile Tears,4.18,Anthony Horowitz,eng
4676,1/4 جرام,4.02,Essam Youssef,ara
4677,For Women Only: What You Need to Know about the Inner Lives of Men,4.06,Shaunti Feldhahn,en-US
4678,Seize the Night,4.07,"Dean Koontz, Keith Szarabajka",eng
4679,A Quick Bite,3.91,Lynsay Sands,en-US
4680,Key of Knowledge,4.09,Nora Roberts,eng
4681,Ice Station,4.1,Matthew Reilly,eng
4682,A Dangerous Fortune,3.99,Ken Follett,eng
4683,The Well of Lost Plots,4.09,Jasper Fforde,eng
4684,An Inquiry into the Nature and Causes of the Wealth of Nations ,3.87,Adam Smith,eng
4685,Canada,3.49,Richard Ford,eng
4686,The Big Over Easy,3.92,Jasper Fforde,en-US
4687,The Seeing Stone,3.87,"Holly Black, Tony DiTerlizzi",eng
4688,"Stalingrad: The Fateful Siege, 1942–1943",4.29,Antony Beevor,eng
4689,ビーストマスター 1,4.21,Kyousuke Motomi,en-US
4690,"Giggle, Giggle, Quack",4.19,"Doreen Cronin, Betsy Lewin",en-US
4691,West with the Night,4.18,Beryl Markham,en-US
4692,The Cellist of Sarajevo,4.02,Steven Galloway,eng
4693,Smooth Talking Stranger  (Travis Family #3) ,4.17,Lisa Kleypas,eng
4694,If You Ask Me: And of Course You Won't,3.65,Betty White,eng
4695,Discours de la Méthode suivi de Méditations Métaphysiques,3.67,"René Descartes, Donald A. Cress",eng
4696,The Defector,4.28,Daniel Silva,eng
4697,In One Person,3.65,John Irving,
4698,Rilla of Ingleside,4.16,L.M. Montgomery,eng
4699,The Wisdom of Crowds,3.8,James Surowiecki,eng
4700,"Still Life with Crows (Pendergast, #4)",4.18,"Douglas Preston, Lincoln Child",eng
4701,The Fog,3.87,James Herbert,
4702,Unlimited Power : The New Science Of Personal Achievement,4.21,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",
4703,Fever Dream,4.09,"Douglas Preston, Lincoln Child",eng
4704,Why Be Happy When You Could Be Normal?,3.94,Jeanette Winterson,
4705,Outpost,4.12,Ann Aguirre,en-US
4706,Can't We Talk about Something More Pleasant?,4.1,Roz Chast,eng
4707,The Long Hard Road Out of Hell,3.88,"Marilyn Manson, Neil Strauss",eng
4708,,4.59,BookRags,eng
4709,"Lyle, Lyle, Crocodile (Lyle the Crocodile)",4.13,Bernard Waber,eng
4710,Etiquette & Espionage,3.79,Gail Carriger,en-CA
4711,As Intermitências da Morte,3.97,"José Saramago, Margaret Jull Costa",eng
4712,Sandry's Book,3.99,Tamora Pierce,en-US
4713,,3.77,Dean Koontz,en-US
4714,Britt-Marie var här,4.07,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",eng
4715,Velvet Elvis: Repainting the Christian Faith,3.77,Rob Bell,
4716,Kim,3.72,"Rudyard Kipling, Edward Said",eng
4717,The Shunning,4.13,Beverly  Lewis,
4718,Written in Red,4.29,Anne Bishop,eng
4719,"The Seven-Percent Solution: Being a Reprint from the Reminiscences of John H. Watson, MD",4.14,Nicholas Meyer,eng
4720,Gregor and the Marks of Secret,4.21,Suzanne Collins,eng
4721,The Prodigal God: Christianity Redefined Through the Parable of the Prodigal Sons,4.39,Timothy J. Keller,en-US
4722,Toujours Provence,4,Peter Mayle,eng
4723,The Lost Painting: The Quest for a Caravaggio Masterpiece,3.71,Jonathan Harr,en-US
4724,The Light in the Ruins,3.65,Chris Bohjalian,eng
4725,,4.03,Sonia Sotomayor,eng
4726,A Deepness in the Sky,4.32,Vernor Vinge,en-US
4727,Kritik der reinen Vernunft,3.92,"Immanuel Kant, Paul Guyer, Allen W. Wood",eng
4728,A Murder is Announced,3.96,Agatha Christie,eng
4729,Leven en werken van de Kabouter,4.01,"Rien Poortvliet, Wil Huygen",eng
4730,Undead and Unemployed,3.93,MaryJanice Davidson,en-US
4731,Gates of Fire: An Epic Novel of the Battle of Thermopylae,4.4,Steven Pressfield,
